APN,STRNBR,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE
053 162803600,1232,,BURNETT ST,,,1708
053 162803700,1234,,BURNETT ST,,,2357
053 162803800,1238,,BURNETT ST,,,1363
053 162803900,1242,,BURNETT ST,,,1014
053 162804000,1244,,BURNETT ST,,,1194
053 162804100,1246,,BURNETT ST,,,1200
053 162804200,1248,,BURNETT ST,,,1496
053 162804300,1254,,BURNETT ST,,,1204
053 162804400,1256,,BURNETT ST,,,1100
053 162804500,1258,,BURNETT ST,,,2090
053 162900100,2900,,MABEL ST,,,1705
053 162900200,2908,,MABEL ST,,,2665
053 162900300,1261,,BURNETT ST,,,969
053 162900400,1255,,BURNETT ST,,,1316
053 162900500,1253,,BURNETT ST,,,1460
053 162900600,1247,,BURNETT ST,,,1460
053 162900700,1245,,BURNETT ST,,,1084
053 162900800,1241,,BURNETT ST,,,1084
053 162900900,1237,,BURNETT ST,,,966
053 162901000,1235,,BURNETT ST,,,1301
053 162901100,1231,,BURNETT ST,,,2431
053 162901200,1229,,BURNETT ST,,,1152
053 162901300,1227,,BURNETT ST,,,1009
053 162901400,1219,,BURNETT ST,,,1282
053 162901500,1217,,BURNETT ST,,,1050
053 162901600,1215,,BURNETT ST,,,2129
053 162901700,1213,,BURNETT ST,,,1307
053 162901800,1211,,BURNETT ST,,,1950
053 162901901,2959,,SAN PABLO AVE,,,1287
053 162902301,2901,,SAN PABLO AVE,,,2496
053 162902400,1106,,RUSSELL ST,,,1766
053 162902500,1110,,RUSSELL ST,,,1126
053 162902600,1216,,RUSSELL ST,,,1314
053 162902700,1218,,RUSSELL ST,,,1182
053 162902800,1222,,RUSSELL ST,,,2148
053 162902900,1224,,RUSSELL ST,,,974
053 162903000,1226,,RUSSELL ST,,,1743
053 162903100,1228,,RUSSELL ST,,,1075
053 162903200,1234,,RUSSELL ST,,,926
053 162903300,1236,,RUSSELL ST,,,1010
053 162903400,1240,,RUSSELL ST,,,1328
053 162903500,1244,,RUSSELL ST,,,1126
053 162903600,1248,,RUSSELL ST,,,912
053 162903700,1252,,RUSSELL ST,,,924
053 162903800,1256,,RUSSELL ST,,,1269
053 162903900,1260,,RUSSELL ST,,,1218
053 163300101,3000,,SAN PABLO AVE,,,20000
053 163300102,1042,,ASHBY AVE,,,6075
053 163300103,1038,,ASHBY AVE,,,9800
053 163300104,1036,,ASHBY AVE,,,24000
053 163300200,1000,,ASHBY AVE,,,4731
053 163300300,0,,ASHBY AVE,,,0
053 163300400,0,,ASHBY AVE,,,0
053 163300500,0,,ASHBY AVE,,,0
053 163400201,3012,,SAN PABLO AVE,,,5184
053 163400300,3018,,SAN PABLO AVE,,,4020
053 163400401,3020,,SAN PABLO AVE,,,0
053 163400700,1039,,FOLGER AVE,,,0
053 163400800,1035,,FOLGER AVE,,,0
053 163401200,0,,FOLGER AVE,,,0
053 163401802,927,,FOLGER AVE,,,50624
053 163402100,926,,MURRAY ST,,,0
053 163402200,0,,MURRAY ST,,,0
053 163402300,1000,,MURRAY ST,,,4140
053 163402905,1017,,FOLGER AVE,,,6308
053 163402907,1047,,FOLGER AVE,,,50254
053 163403000,1011,,FOLGER AVE,,,8021
053 163500101,830,,ASHBY AVE,,,15721
053 163500103,3000,,SEVENTH ST,,,629
053 163500106,840,,ASHBY AVE,,,1296
053 163500301,841,,FOLGER AVE,,,5962
053 163500400,837,,FOLGER AVE,,,2770
053 163500500,835,,FOLGER AVE,,,0
053 163500701,835,,FOLGER AVE,,,2207
053 163500800,819,,FOLGER AVE,,,2031
053 163501001,755,,FOLGER AVE,,,2630
053 163501101,753,,FOLGER AVE,,,4817
053 163501202,751,,FOLGER AVE,,,4928
053 163501502,739,,FOLGER AVE,,,1280
053 163501503,741,,FOLGER AVE,,,9780
053 163501602,0,,FOLGER AVE,,,0
053 163501603,725,,FOLGER AVE,,,5984
053 163501702,819,,FOLGER AVE,,,0
053 163501800,0,,ASHBY AVE,,,0
053 163501900,805,,FOLGER AVE,,,2100
053 163502000,801,,FOLGER AVE,,,2600
053 163502100,809,,FOLGER AVE,,,2989
053 163502200,811,,FOLGER AVE,,,2890
053 163502300,813,,FOLGER AVE,,,2989
053 163502400,815,,FOLGER AVE,,,2998
053 164100101,3014,,NINTH ST,,,4600
053 164100601,930,,ASHBY AVE,,,13285
053 164100704,2950,,SEVENTH ST,,,31702
053 164100902,915,,ASHBY AVE,,,6889
053 164100905,901,,ASHBY AVE,,,1872
053 164101000,0,,SEVENTH ST,,,0
053 164101200,931,,ASHBY AVE,,,10088
053 164300102,929,,POTTER ST,,,88552
053 164400100,2910,,SEVENTH ST,,,91199
053 164400200,809,,ANTHONY ST,,,10622
053 164400300,801,,ANTHONY ST,,,7578
053 164400500,0,,HEINZ AVE,,,0
053 164400600,0,,HEINZ AVE,,,0
053 164400703,725,,POTTER ST,,,173288
053 164400800,2929,,FIFTH ST,,,43200
053 164400900,822,,ANTHONY ST,,,61992
053 164401000,2936,,SEVENTH ST,,,11000
053 164401101,740,,HEINZ AVE,,,102731
053 164401300,800,,HEINZ AVE,,,25986
053 164401403,700,,HEINZ AVE,,,139597
053 164700100,750,,POTTER ST,,,66082
053 164700202,735,,ASHBY AVE,,,91372
053 164900101,0,,BAY ST,,,0
053 164900102,0,,BAY ST,,,0
053 165100101,920,,HEINZ AVE,,,90965
053 165100104,2865,,SEVENTH ST,,,27554
053 165100500,999,,ANTHONY ST,,,17268
053 165100600,2895,,SEVENTH ST,,,10560
053 165200101,0,,ASHBY AVE,,,0
053 165200105,1099,,ASHBY AVE,,,263476
053 165200300,0,,ASHBY AVE,,,0
053 165200400,1001,,ASHBY AVE,,,0
053 165200601,2909,,NINTH ST,,,51365
053 165500100,736,,GRAYSON ST,,,0
053 165500318,830,,GRAYSON ST,,,576
053 165500319,2800,,SEVENTH ST,,,10100
053 165500403,715,,HEINZ AVE,,,13106
053 165500404,703,,HEINZ AVE,,,36106
053 165500600,0,,HEINZ AVE,,,0
053 165500700,0,,HEINZ AVE,,,0
053 165500800,729,,HEINZ AVE,,,35819
053 165500900,2850,,SEVENTH ST,,,202214
053 165800100,906,,GRAYSON ST,,,2603
053 165800201,910,,GRAYSON ST,,,1329
053 165800202,912,,GRAYSON ST,,,1668
053 165800303,914,,GRAYSON ST,,,7800
053 165800304,920,,GRAYSON ST,,,5080
053 165800502,2810,,EIGHTH ST,,,840
053 165800503,2812,,EIGHTH ST,,,710
053 165800601,2816,,EIGHTH ST,,,3488
053 165800801,2822,,EIGHTH ST,,,4640
053 165801101,2826,,EIGHTH ST,,,8350
053 165801200,2828,,EIGHTH ST,,,2500
053 165801300,2830,,EIGHTH ST,,,2307
053 165801400,2832,,EIGHTH ST,,,2500
053 165801500,2834,,EIGHTH ST,,,6000
053 165801701,2840,,EIGHTH ST,,,10144
053 165801801,901,,HEINZ AVE,,,23395
053 165802100,2829,,SEVENTH ST,,,3000
053 165802200,2827,,SEVENTH ST,,,8000
053 165802301,2817,,SEVENTH ST,,,13168
053 165802700,2811,,SEVENTH ST,,,2606
053 165802801,2811,,SEVENTH ST,,,0
053 165803000,2843,,SEVENTH ST,,,1312
053 165803100,2841,,SEVENTH ST,,,1627
053 165803200,2839,,SEVENTH ST,,,1315
053 165803300,2837,,SEVENTH ST,,,1734
053 165803400,2831,,SEVENTH ST,,,1023
053 165803500,2833,,SEVENTH ST,,,1024
053 165803600,2835,,SEVENTH ST,,,1066
053 165803700,2831,,SEVENTH ST,COM,,0
053 165900100,926,,GRAYSON ST,,,864
053 165900200,928,,GRAYSON ST,,,723
053 165900300,930,,GRAYSON ST,,,839
053 165900400,932,,GRAYSON ST,,,1546
053 165900500,934,,GRAYSON ST,,,1218
053 165900601,950,,GRAYSON ST,,,3734
053 165900900,2808,,NINTH ST,,,986
053 165901000,2812,,NINTH ST,,,1751
053 165901100,2816,,NINTH ST,,,1840
053 165901200,2818,,NINTH ST,,,2070
053 165901605,2830,,NINTH ST,,,16400
053 165902900,2819,,EIGHTH ST,A,,0
053 165903102,2815,,EIGHTH ST,,,1030
053 165903201,2813,,EIGHTH ST,,,2016
053 165903300,2811,,EIGHTH ST,,,1511
053 165903500,2817,,EIGHTH ST,A,,1612
053 165903600,2817,,EIGHTH ST,B,,1690
053 165903700,2817,,EIGHTH ST,C,,1684
053 165903800,2817,,EIGHTH ST,D,,1644
053 165903900,2817,,EIGHTH ST,COM,,0
053 166000400,1008,,GRAYSON ST,,,2302
053 166000503,1010,,GRAYSON ST,,,3873
053 166000900,1016,,GRAYSON ST,,,2288
053 166001000,2804,,TENTH ST,,,2500
053 166001101,2808,,TENTH ST,,,2535
053 166001200,2810,,TENTH ST,,,2260
053 166001300,2812,,TENTH ST,,,1726
053 166001402,2814,,TENTH ST,,,1100
053 166001501,2816,,TENTH ST,,,3063
053 166001600,2818,,TENTH ST,,,2302
053 166001700,2824,,TENTH ST,,,1567
053 166001801,2830,,TENTH ST,,,5390
053 166002000,2832,,TENTH ST,,,4410
053 166002100,2836,,TENTH ST,,,3960
053 166002301,1029,,HEINZ AVE,,,1716
053 166002400,1025,,HEINZ AVE,,,2058
053 166002502,1023,,HEINZ AVE,,,2990
053 166002701,1001,,HEINZ AVE,,,19717
053 166003101,2829,,NINTH ST,,,3295
053 166003301,2823,,NINTH ST,,,0
053 166003402,2815,,NINTH ST,,,3268
053 166003403,2817,,NINTH ST,,,721
053 166003504,2811,,NINTH ST,,,2422
053 166003701,2809,,NINTH ST,,,1411
053 166003800,1002,,GRAYSON ST,,,2450
053 166003900,1006,,GRAYSON ST,,,1337
053 166004000,1012,,GRAYSON ST,A,,1932
053 166004100,1012,,GRAYSON ST,B,,1932
053 166004200,1012,,GRAYSON ST,C,,1932
053 166004300,1012,,GRAYSON ST,COM,,0
053 166100101,2803,,TENTH ST,,,1677
053 166100502,2810,,SAN PABLO AVE,,,2589
053 166100503,1036,,GRAYSON ST,,,4666
053 166100600,2802,,SAN PABLO AVE,,,3989
053 166100900,2816,,SAN PABLO AVE,,,3082
053 166101000,2818,,SAN PABLO AVE,,,1932
053 166101100,2820,,SAN PABLO AVE,,,1570
053 166101200,2822,,SAN PABLO AVE,,,5487
053 166101301,2828,,SAN PABLO AVE,,,3500
053 166101302,2831,,TENTH ST,,,4900
053 166101400,2830,,SAN PABLO AVE,,,4900
053 166101501,2832,,SAN PABLO AVE,,,12000
053 166101801,2840,,SAN PABLO AVE,,,828
053 166101900,1043,,HEINZ AVE,,,1032
053 166102000,1035,,HEINZ AVE,,,1638
053 166102100,1033,,HEINZ AVE,,,5400
053 166102300,2833,,TENTH ST,,,770
053 166102701,2821,,TENTH ST,,,25382
053 166102801,2809,,TENTH ST,,,7296
053 166105500,1028,,GRAYSON ST,,,1644
053 166105600,1030,,GRAYSON ST,,,1644
053 166105700,1032,,GRAYSON ST,,,1697
053 166105800,1034,,GRAYSON ST,,,1697
053 166105900,1030,,GRAYSON ST,COM,,0
053 166200101,2825,,SAN PABLO AVE,,,0
053 166200200,1112,,OREGON ST,,,1152
053 166200300,1114,,OREGON ST,,,2643
053 166200400,1116,,OREGON ST,,,1667
053 166200500,2812,,WALLACE ST,,,2470
053 166200601,2816,,WALLACE ST,,,1663
053 166200602,2818,,WALLACE ST,,,1663
053 166200700,2820,,WALLACE ST,,,1186
053 166200800,2822,,WALLACE ST,,,1140
053 166200900,2824,,WALLACE ST,,,1782
053 166201000,1125,,RUSSELL ST,,,1664
053 166201100,1111,,RUSSELL ST,,,1272
053 166201200,1109,,RUSSELL ST,,,1731
053 166201401,2871,,SAN PABLO AVE,,,2506
053 166201501,2861,,SAN PABLO AVE,,,5964
053 166201701,2849,,SAN PABLO AVE,,,4130
053 166201900,2843,,SAN PABLO AVE,,,2460
053 166202000,2839,,SAN PABLO AVE,,,3482
053 166202100,2835,,SAN PABLO AVE,,,2805
053 166300100,1202,,OREGON ST,,,1370
053 166300200,1204,,OREGON ST,,,2410
053 166300300,1206,,OREGON ST,,,1589
053 166300400,1208,,OREGON ST,,,1910
053 166300500,1212,,OREGON ST,,,1902
053 166300600,1214,,OREGON ST,,,1329
053 166300700,2806,,MATHEWS ST,,,3000
053 166300800,2810,,MATHEWS ST,,,1460
053 166300900,2814,,MATHEWS ST,,,1887
053 166301000,2816,,MATHEWS ST,,,908
053 166301100,2818,,MATHEWS ST,,,908
053 166301200,2822,,MATHEWS ST,,,2444
053 166301300,1215,,RUSSELL ST,,,1008
053 166301400,1211,,RUSSELL ST,,,1314
053 166301500,1209,,RUSSELL ST,,,1186
053 166301600,1207,,RUSSELL ST,,,1319
053 166301700,1203,,RUSSELL ST,,,1319
053 166301800,1201,,RUSSELL ST,,,1779
053 166301900,2825,,WALLACE ST,,,1096
053 166302000,2821,,WALLACE ST,,,1436
053 166302100,2817,,WALLACE ST,,,960
053 166302200,2815,,WALLACE ST,,,1104
053 166302300,2811,,WALLACE ST,,,1011
053 166302400,2809,,WALLACE ST,,,1227
053 166400100,1220,,OREGON ST,,,1683
053 166400200,1224,,OREGON ST,,,1337
053 166400300,1228,,OREGON ST,,,1655
053 166400400,1232,,OREGON ST,,,1113
053 166400500,2800,,MABEL ST,,,2846
053 166400600,2806,,MABEL ST,,,1430
053 166400700,2810,,MABEL ST,,,1322
053 166400800,2814,,MABEL ST,,,1056
053 166400900,2818,,MABEL ST,,,1081
053 166401000,2820,,MABEL ST,,,1422
053 166401100,2830,,MABEL ST,,,880
053 166401200,1237,,RUSSELL ST,,,4060
053 166401300,1229,,RUSSELL ST,,,1483
053 166401400,1227,,RUSSELL ST,,,1121
053 166401500,1225,,RUSSELL ST,,,2333
053 166401600,1221,,RUSSELL ST,,,1260
053 166401700,1217,,RUSSELL ST,,,1336
053 166401800,2821,,MATHEWS ST,,,1034
053 166401900,2819,,MATHEWS ST,,,1339
053 166402000,2815,,MATHEWS ST,,,1173
053 166402100,2813,,MATHEWS ST,,,2150
053 166402200,2811,,MATHEWS ST,,,2561
053 166402300,2809,,MATHEWS ST,,,2382
053 166500100,2800,,PARK ST,,,0
053 166700100,2801,,PARK ST,,,1192
053 166700200,2800,,ACTON ST,,,1328
053 166700300,2804,,ACTON ST,,,1168
053 166700400,2806,,ACTON ST,,,1571
053 166700500,2810,,ACTON ST,,,1960
053 166700600,2814,,ACTON ST,,,1462
053 166700700,2818,,ACTON ST,,,1491
053 166700800,2822,,ACTON ST,,,836
053 166700900,2826,,ACTON ST,,,1815
053 166701000,2828,,ACTON ST,,,1290
053 166701100,2832,,ACTON ST,,,1430
053 166701200,2836,,ACTON ST,,,1322
053 166701300,2831,,PARK ST,,,2049
053 166701400,2827,,PARK ST,,,1148
053 166701500,2823,,PARK ST,,,1092
053 166701600,2819,,PARK ST,,,1218
053 166701700,2817,,PARK ST,,,1688
053 166701800,2815,,PARK ST,,,1781
053 166701900,2813,,PARK ST,,,1560
053 166702000,2811,,PARK ST,,,1299
053 166702100,2807,,PARK ST,,,1516
053 166702200,2803,,PARK ST,,,1108
053 166800100,2801,,ACTON ST,,,1557
053 166800200,2800,,DOHR ST,,,1419
053 166800300,2804,,DOHR ST,,,1295
053 166800400,2808,,DOHR ST,,,1160
053 166800500,2812,,DOHR ST,,,1852
053 166800600,2814,,DOHR ST,,,1443
053 166800700,2816,,DOHR ST,,,1578
053 166800800,2820,,DOHR ST,,,1032
053 166800900,2824,,DOHR ST,,,840
053 166801000,2828,,DOHR ST,,,1794
053 166801100,2832,,DOHR ST,,,1109
053 166801200,1401,,RUSSELL ST,,,1319
053 166801300,2827,,ACTON ST,,,1113
053 166801400,2825,,ACTON ST,,,1243
053 166801500,2821,,ACTON ST,,,1333
053 166801600,2819,,ACTON ST,,,1097
053 166801700,2817,,ACTON ST,,,1476
053 166801800,2815,,ACTON ST,,,1522
053 166801900,2811,,ACTON ST,,,2151
053 166802000,2805,,ACTON ST,,,1037
053 166900100,2801,,DOHR ST,,,1624
053 166900200,2800,,STANTON ST,,,1039
053 166900300,2804,,STANTON ST,,,1518
053 166900400,2832,,STANTON ST,,,1902
053 166900500,2836,,STANTON ST,,,1454
053 166900600,2840,,STANTON ST,,,1609
053 166900700,2842,,STANTON ST,,,1312
053 166900800,2844,,STANTON ST,,,1421
053 166900900,1435,,RUSSELL ST,,,1724
053 166901000,1433,,RUSSELL ST,,,1644
053 166901100,1431,,RUSSELL ST,,,1540
053 166901201,2825,,DOHR ST,,,1100
053 166901202,2831,,DOHR ST,,,1350
053 166901300,2821,,DOHR ST,,,1280
053 166901400,2819,,DOHR ST,,2021-01-02T00:00:00.000,1211
053 166901500,2819,,DOHR ST,,,2036
053 166901600,2815,,DOHR ST,,,1160
053 166901700,2811,,DOHR ST,,,2451
053 166901800,2809,,DOHR ST,,,1866
053 166901900,2803,,DOHR ST,,,1565
053 166902000,2801,,STANTON ST,,,1070
053 166902100,2805,,STANTON ST,,,1135
053 166902200,2809,,STANTON ST,,,1964
053 166902300,2815,,STANTON ST,,,2054
053 166902400,2817,,STANTON ST,,,1074
053 166902500,2843,,STANTON ST,,,984
053 166902600,2853,,STANTON ST,,,984
053 166902700,1467,,RUSSELL ST,,,5393
053 166902800,1445,,RUSSELL ST,,,1039
053 166902900,1443,,RUSSELL ST,,,1291
053 166903000,2850,,SACRAMENTO ST,,,0
053 167000100,2800,,SACRAMENTO ST,,,1042
053 167000200,2810,,SACRAMENTO ST,,,1037
053 167000300,2820,,SACRAMENTO ST,,,1074
053 167000400,2830,,SACRAMENTO ST,,,3543
053 167000602,2842,,SACRAMENTO ST,,,735
053 167000603,2840,,SACRAMENTO ST,,,3103
053 167000700,2844,,SACRAMENTO ST,,,0
053 167100100,1544,,STUART ST,,,1319
053 167100200,2808,,CALIFORNIA ST,,,1350
053 167100300,2810,,CALIFORNIA ST,,,1078
053 167100400,2812,,CALIFORNIA ST,,,1420
053 167100500,2814,,CALIFORNIA ST,,,2127
053 167100600,2816,,CALIFORNIA ST,,,1369
053 167100700,2820,,CALIFORNIA ST,,,1254
053 167100800,1555,,OREGON ST,,,1940
053 167100900,1553,,OREGON ST,,,1060
053 167101000,1549,,OREGON ST,,,3217
053 167101200,1531,,OREGON ST,,,2304
053 167101300,1525,,OREGON ST,,,1493
053 167101400,1521,,OREGON ST,,,1793
053 167101500,1519,,OREGON ST,,,1344
053 167101600,1513,,OREGON ST,,,2594
053 167101700,1511,,OREGON ST,,,2431
053 167101800,1505,,OREGON ST,,,1066
053 167101900,2843,,SACRAMENTO ST,,,2353
053 167102000,1500,,STUART ST,,,3211
053 167102100,1502,,STUART ST,,,1378
053 167102200,1508,,STUART ST,,,1890
053 167102300,1512,,STUART ST,,,4204
053 167102400,1516,,STUART ST,,,1085
053 167102500,1520,,STUART ST,,,1680
053 167102700,1526,,STUART ST,,,1140
053 167102800,1530,,STUART ST,,,1408
053 167102900,1536,,STUART ST,,,1178
053 167103000,1538,,STUART ST,,,1620
053 167103100,1540,,STUART ST,,,1224
053 167103300,1535,,OREGON ST,,,1961
053 167103400,1537,,OREGON ST,,,1798
053 167103500,1535,,OREGON ST,COM,,0
053 167103700,1522,,STUART ST,,,1955
053 167103800,1524,,STUART ST,,,1756
053 167103900,1524,,STUART ST,COM,,0
053 167200103,1590,,OREGON ST,,,13479
053 167200104,1550,,OREGON ST,,,13479
053 167200201,1547,,RUSSELL ST,,,3816
053 167200202,2844,,CALIFORNIA ST,,,1350
053 167200203,2840,,CALIFORNIA ST,,,1786
053 167200300,1541,,RUSSELL ST,,,6356
053 167200400,1529,,RUSSELL ST,,,19560
053 167200501,1525,,RUSSELL ST,,,17376
053 167200700,1515,,RUSSELL ST,,,2025
053 167200800,1511,,RUSSELL ST,,,2942
053 167200900,1507,,RUSSELL ST,,,2928
053 167201000,1505,,RUSSELL ST,,,1009
053 167201100,2877,,SACRAMENTO ST,,,956
053 167201200,2873,,SACRAMENTO ST,,,956
053 167201300,2867,,SACRAMENTO ST,,,1236
053 167201400,2853,,SACRAMENTO ST,,,1258
053 167201500,1500,,OREGON ST,,,1030
053 167201600,1510,,OREGON ST,,,1735
053 167201700,1512,,OREGON ST,,,1600
053 167201800,1514,,OREGON ST,,,3842
053 167201900,1524,,OREGON ST,,,8466
053 167202000,1528,,OREGON ST,,,971
053 167202101,1534,,OREGON ST,,,3571
053 167300100,2828,,MCGEE AVE,,,2904
053 167300200,2830,,MCGEE AVE,,,1319
053 167300300,2832,,MCGEE AVE,,,996
053 167300400,2834,,MCGEE AVE,,,1788
053 167300500,2836,,MCGEE AVE,,,1760
053 167300600,2838,,MCGEE AVE,,,2619
053 167300700,2846,,MCGEE AVE,,,1450
053 167300800,2848,,MCGEE AVE,,,1311
053 167300900,2850,,MCGEE AVE,,,2408
053 167301000,1629,,RUSSELL ST,,,1472
053 167301100,1627,,RUSSELL ST,,,991
053 167301200,1625,,RUSSELL ST,,,1965
053 167301300,0,,RUSSELL ST,,,0
053 167301400,1623,,RUSSELL ST,,,2440
053 167301501,1615,,RUSSELL ST,,,33600
053 167301700,1611,,RUSSELL ST,,,8128
053 167301800,1607,,RUSSELL ST,,,1152
053 167301900,1603,,RUSSELL ST,,,1465
053 167302000,2875,,CALIFORNIA ST,,,7054
053 167302100,2839,,CALIFORNIA ST,,,2519
053 167302200,2835,,CALIFORNIA ST,,,2098
053 167302300,2829,,CALIFORNIA ST,,,1025
053 167302400,1602,,OREGON ST,,,1522
053 167302500,1608,,OREGON ST,,,3214
053 167302600,1610,,OREGON ST,,,2763
053 167302700,1614,,OREGON ST,,,2325
053 167302800,1622,,OREGON ST,,,1182
053 167302900,1624,,OREGON ST,,,3653
053 167303000,1628,,OREGON ST,,,1448
053 167303100,1632,,OREGON ST,,,3004
053 167303200,1636,,OREGON ST,,,2049
053 167400101,1640,,STUART ST,,,18766
053 167400200,2812,,MCGEE AVE,,,0
053 167400300,1645,,OREGON ST,,,1136
053 167400400,1643,,OREGON ST,,,1429
053 167400500,1639,,OREGON ST,,,2144
053 167400600,1637,,OREGON ST,,,1008
053 167400700,1631,,OREGON ST,,,2280
053 167400800,1627,,OREGON ST,,,1284
053 167400900,1623,,OREGON ST,,,1441
053 167401000,1621,,OREGON ST,,,1564
053 167401100,1619,,OREGON ST,,,1196
053 167401201,1617,,OREGON ST,,,1196
053 167401400,1615,,OREGON ST,,,2544
053 167401500,1601,,OREGON ST,,,1636
053 167401600,2817,,CALIFORNIA ST,,,3333
053 167401700,2815,,CALIFORNIA ST,,,2175
053 167401800,2809,,CALIFORNIA ST,,,1726
053 167401900,2805,,CALIFORNIA ST,,,1778
053 167402000,1600,,STUART ST,,,3684
053 167402100,1610,,STUART ST,,,547
053 167402200,1612,,STUART ST,,,1798
053 167402300,1616,,STUART ST,,,2344
053 167402400,1620,,STUART ST,,,1649
053 167402600,1624,,STUART ST,,,1689
053 167402701,1628,,STUART ST,,,1351
053 167402702,0,,STUART ST,,,0
053 167402901,1632,,STUART ST,,,2040
053 167403000,1636,,STUART ST,,,1296
053 167403100,1638,,STUART ST,,,4202
053 167403200,1622,,STUART ST,A,,1141
053 167403300,1622,,STUART ST,B,,709
053 167403400,1622,,STUART ST,COM,,0
053 167500200,2804,,GRANT ST,,,955
053 167500300,2806,,GRANT ST,,,1203
053 167500400,2808,,GRANT ST,,,3364
053 167500500,2810,,GRANT ST,,,2638
053 167500600,1747,,OREGON ST,,,962
053 167500700,1743,,OREGON ST,,,1149
053 167500800,1741,,OREGON ST,,,1302
053 167500900,1731,,OREGON ST,,,1637
053 167501000,1729,,OREGON ST,,,1463
053 167501100,1727,,OREGON ST,,,2905
053 167501200,1725,,OREGON ST,,,1388
053 167501300,1723,,OREGON ST,,,2539
053 167501400,1721,,OREGON ST,,,1601
053 167501500,1719,,OREGON ST,,,1148
053 167501600,1717,,OREGON ST,,,2609
053 167501700,1713,,OREGON ST,,,2207
053 167501800,1711,,OREGON ST,,,1410
053 167501900,1709,,OREGON ST,,,2152
053 167502000,2819,,MCGEE AVE,,,5326
053 167502100,2817,,MCGEE AVE,,,1606
053 167502200,2815,,MCGEE AVE,,,1244
053 167502300,2811,,MCGEE AVE,,,1296
053 167502400,1700,,STUART ST,,,1139
053 167502500,1704,,STUART ST,,,2413
053 167502600,1708,,STUART ST,,,1364
053 167502700,1712,,STUART ST,,,1169
053 167502800,1714,,STUART ST,,,1290
053 167502900,1716,,STUART ST,,,1816
053 167503000,1718,,STUART ST,,,1651
053 167503202,1726,,STUART ST,,,2606
053 167503203,1730,,STUART ST,,,7084
053 167503300,1736,,STUART ST,,,5807
053 167503400,1738,,STUART ST,,,2880
053 167503500,1720,,STUART ST,,,1062
053 167503600,1722,,STUART ST,,,2700
053 167503800,2800,,GRANT ST,,,1691
053 167503900,2802,,GRANT ST,,,1691
053 167504000,2800,,GRANT ST,COM,,0
053 167600101,1742,,OREGON ST,,,0
053 167600102,1720,,OREGON ST,,,0
053 167600300,2838,,GRANT ST,,,2603
053 167600400,2840,,GRANT ST,,,2263
053 167600501,1743,,RUSSELL ST,,,3095
053 167600700,1741,,RUSSELL ST,,,4461
053 167600800,1737,,RUSSELL ST,,,1878
053 167600900,1705,,RUSSELL ST,,,1460
053 167601000,1703,,RUSSELL ST,,,990
053 167601100,1701,,RUSSELL ST,,,1003
053 167601200,2847,,MCGEE AVE,,,959
053 167601300,2845,,MCGEE AVE,,,1430
053 167601400,2843,,MCGEE AVE,,,1124
053 167601500,2841,,MCGEE AVE,,,1051
053 167601600,1700,,OREGON ST,,,2440
053 167601700,1704,,OREGON ST,,,2118
053 167601800,1708,,OREGON ST,,,1950
053 167700100,1800,,STUART ST,,,2234
053 167700200,1804,,STUART ST,,,2050
053 167700300,1808,,STUART ST,,,2154
053 167700400,1810,,STUART ST,,,2326
053 167700500,1812,,STUART ST,,,2872
053 167700600,1816,,STUART ST,,,3423
053 167700700,1820,,STUART ST,,,1743
053 167700800,2800,,M L KING JR WAY,,,2516
053 167700900,2804,,M L KING JR WAY,,,1962
053 167701000,2808,,M L KING JR WAY,,,2956
053 167701200,2814,,M L KING JR WAY,,,2304
053 167701300,2816,,M L KING JR WAY,,,2501
053 167701400,2820,,M L KING JR WAY,,,2748
053 167701500,1821,,OREGON ST,,,1970
053 167701600,1817,,OREGON ST,,,3030
053 167701700,1815,,OREGON ST,,,3513
053 167701800,1809,,OREGON ST,,,4211
053 167701900,2821,,GRANT ST,,,2945
053 167702000,2819,,GRANT ST,,,1421
053 167702100,2813,,GRANT ST,,,1336
053 167702200,2811,,GRANT ST,,,2360
053 167702600,2810,,M L KING JR WAY,,,2102
053 167702700,2812,,M L KING JR WAY,,,1471
053 167702800,2810,,M L KING JR WAY,COM,,0
053 167800101,0,,GRANT ST,,,0
053 167800102,2828,,M L KING JR WAY,,,0
053 167900100,2828,,MILVIA ST,,,1340
053 167900200,2830,,MILVIA ST,,,1098
053 167900300,2832,,MILVIA ST,,,1284
053 167900400,2834,,MILVIA ST,,,1242
053 167900500,2842,,MILVIA ST,,,6220
053 167900600,1943,,RUSSELL ST,,,2258
053 167900700,1937,,RUSSELL ST,,,6176
053 167900800,1933,,RUSSELL ST,,,2675
053 167900900,1931,,RUSSELL ST,,,2938
053 167901000,1927,,RUSSELL ST,,,1746
053 167901100,1925,,RUSSELL ST,,,2774
053 167901200,1919,,RUSSELL ST,,,1038
053 167901601,1901,,RUSSELL ST,,,8656
053 167901801,1910,,OREGON ST,,,4195
053 167902001,1913,,RUSSELL ST,,,7818
053 167902100,1912,,OREGON ST,,,2109
053 167902200,1914,,OREGON ST,,,2146
053 167902300,1918,,OREGON ST,,,3976
053 167902400,1922,,OREGON ST,,,1209
053 167902500,1924,,OREGON ST,,,1750
053 167902600,1926,,OREGON ST,,,3088
053 167902701,1930,,OREGON ST,,,1839
053 167902802,1932,,OREGON ST,,,1357
